index,股票名称,发布时间,清洗后评论,情感,事件类型,置信度,关键词
64167,长春高新,2026/8/15 6:14,"业绩不用看,高低也就那么点,如果能增加中期分红倒是能让股价上点,不然就那样。",中性,业绩相关,3,业绩、分红、股价
64168,长春高新,2026/8/15 5:24,"六点之前出正增长,六点以后负增长",消极,业绩相关,3,正增长、负增长、财报
64169,长春高新,2026/8/15 5:48,"别的公司都是八月末出报告,长高在今天就出,说明业绩不错,对发展前景有信心[赞][",积极,业绩相关,3,财报、正增长、信心
64170,长春高新,2026/8/15 5:41,"业绩下滑严重,了",消极,业绩相关,3,业绩下滑
64171,长春高新,2026/8/15 5:30,"子弹打光了,自求多福吧",消极,市场情绪,3,子弹打光
64172,长春高新,2026/8/15 4:30,"稳了,业绩超预期。。。明天放量爆拉",积极,业绩相关,3,业绩超预期
64173,长春高新,2026/8/15 3:05,"这几年,每年40个亿,不清楚为啥股价这么低?这公司不是高新科技类公司吗?要利润有",消极,业绩相关,3,业绩、股价低
64174,长春高新,2026/8/15 4:53,"隔壁家的8月16号的半年报早出来了,你家无法出半报了吗?",消极,造假,3,半年报、无法出具
64175,长春高新,2026/8/15 3:39,"今天啥股都加仓了,就这个股不敢加仓,害怕晩上公布业绩大雷[捂脸]",消极,业绩相关,3,业绩、拉胯、大雷
64176,长春高新,2026/8/15 4:43,"完了完了,业绩拉胯的一批",消极,业绩相关,3,业绩、拉胯
64177,长春高新,2026/8/15 4:42,"下午买的,买早了,不过这股这么多年的利润增长应该不会在今年大幅下滑的,至少要等别",中性,业绩相关,3,利润增长、业绩下滑
64178,长春高新,2026/8/15 4:39,"百克的业绩很好,就看集团的业绩了[鼓掌][鼓掌]",积极,业绩相关,3,业绩很好、稳了
64179,长春高新,2026/8/15 4:22,"百克没亏损,稳了",中性,业绩相关,3,不亏损、业绩
64180,长春高新,2026/8/15 2:13,"别太报什么希望,看看数据,最近公布半年报的医药股哪个第二天不是大跌,和业绩有什么",消极,业绩相关,3,业绩低于预期
64181,长春高新,2026/8/15 11:18,"业绩大幅度低于预期,",消极,业绩相关,3,业绩大幅低于预期
64182,长春高新,2026/8/15 3:16,"今晚开奖,董密该回击那些不看好公司的空狗了,今晚业绩爆发式增长,明日开盘涨停[大",积极,业绩相关,3,业绩爆发式增长、涨停
64183,长春高新,2026/8/15 3:48,"以往500元时叫人家小甜甜,现在不足百元叫人家牛夫人。唉!",消极,市场情绪,3,小甜甜、牛夫人
64184,长春高新,2026/8/15 3:47,缺囗!34.23元以下耐心等待,中性,其他,2,等待、价格区间
64185,长春高新,2026/8/15 3:35,"预计营收下降10%,利润降40%",消极,业绩相关,3,"营收下降,利润降"
64186,长春高新,2026/8/15 3:33,长春高新太诡异了!不时候散户玩,消极,造假,2,"长春高新,诡异,散户"
64187,长春高新,2026/8/15 3:29,"尾盘买了两手,明天不要太难看",消极,市场情绪,2,"尾盘,太难看"
64188,长春高新,2026/8/15 3:16,忙猜增长10%-20%,积极,业绩相关,3,"增长,10%-20%"
64189,长春高新,2026/8/15 3:18,"满仓了,下半辈子能不能舒服过,就看你了。",消极,市场情绪,3,"满仓,下半辈子"
64190,长春高新,2026/8/15 2:50,前低87.87明天要破?,消极,市场情绪,3,打压、穷庄、分仓
64191,长春高新,2026/8/15 3:01,盲猜下滑20%,消极,业绩相关,2,下滑、20%
64192,长春高新,2026/8/15 2:55,"什么玩意,打压没有底线,穷庄没钱早点滚",消极,市场情绪,3,打压、没有底线
64193,长春高新,2026/8/15 2:53,竞猜明天开盘价84?收盘81,中性,其他,2,竞猜、开盘价、收盘价
64194,长春高新,2026/8/15 2:52,"幸亏分了三个,不然都不知道自己什么样的心情",消极,市场情绪,3,分仓、心情
64195,长春高新,2026/8/15 2:50,最少还要跌20%才能起来,消极,市场情绪,3,下跌、抛售、机构出货
64196,长春高新,2026/8/15 2:51,"这货只要市场好一点就有机构拼命出货,好像他们的筹码零成本。这个位置还在拼命抛,可",消极,市场情绪,3,机构出货、筹码、抛售
64197,长春高新,2026/8/15 2:51,年底50见,中性,其他,2,年底、50、反弹
64198,长春高新,2026/8/15 2:47,恶心死了,消极,市场情绪,3,恶心、抛售、下跌
64199,长春高新,2026/8/15 2:30,"反正我跟你们说,这里有一波反弹,90%,何不等等看",中性,市场情绪,3,反弹、等待、观望
64200,长春高新,2026/8/15 2:46,"“命悬一线,早走为安”!请谨记这句股市名言,今天的K线形态看,周五将会有一大跌。",消极,市场情绪,3,大跌、K线、低开
64203,长春高新,2026/8/15 2:43,要跌到76的位置。别不信。,中性,其他,2,长春高新、肥物
64204,长春高新,2026/8/15 2:43,"不管业绩怎么样,明天低开四个点,拭目以待。",消极,市场情绪,3,下跌、位置、跌到
64205,长春高新,2026/8/15 2:43,"这个主力心太黑,注定没有好下场,我玩过五六次,加起来亏个万把块[滴汗][滴汗][",消极,市场情绪,3,亏损、主力、心黑
64206,长春高新,2026/8/15 2:35,"这个股就是最最最sbsbsb的医药股,不要再抱有任何的希望!",消极,市场情绪,3,医药股、sbsb、绝望
64207,长春高新,2026/8/15 2:31,刚开头看形态是双底!后来发展成M头了!,中性,其他,3,双底、M头、形态
64208,长春高新,2026/8/15 2:09,明天才是真的反弹,积极,市场情绪,2,反弹、明天
64209,长春高新,2026/8/15 2:23,做了个反T成本又高了,消极,其他,2,反T、成本
64210,长春高新,2026/8/15 2:16,"还能回本不,,下午再冲一把[加油][加油][加油]",积极,市场情绪,3,回本、冲、T
64211,长春高新,2026/8/15 2:14,"留一半,哎,又亏了,不怕你,买买买",中性,市场情绪,3,亏、买买买
64212,长春高新,2026/8/15 2:08,"尾盘进一点,晚上利空落地,明天继续T",积极,市场情绪,3,尾盘、利空、T
64213,长春高新,2026/8/15 2:07,"不用担心,现在卖不如90卖[大笑][大笑][大笑]",积极,市场情绪,3,卖、90卖
64214,长春高新,2026/8/15 2:04,"80在向你招手,不要犹豫,下去吧",积极,市场情绪,3,80、下去
64215,长春高新,2026/8/15 1:59,"完了,今天没办法全红[笑哭],",消极,业绩相关,3,中报、暴跌、业绩
64216,长春高新,2026/8/15 1:52,"叫你们卖,你们不卖,还天天看好,爽吗?中报业绩暴跌,几个跌停。苏喂,苏喂,苏喂!",消极,业绩相关,3,中报、跌停、业绩暴跌
64217,长春高新,2026/8/15 1:51,跌倒89我就来接盘,中性,其他,2,接盘
64218,长春高新,2026/8/15 1:47,"废了废了,一个点都撑不住,下午收绿,晚上半年报不好看啊",消极,市场情绪,3,撑不住、收绿
64219,长春高新,2026/8/15 1:46,"这几天的表现看得出来,中报不怎么样,下午起不来就卖掉一部分",消极,业绩相关,3,中报、业绩
64220,长春高新,2026/8/15 1:09,我200多没割是这辈子最后悔的事!退市吧!认赔了。别天天在这磨人,消极,市场情绪,3,后悔、退市、认赔
64221,长春高新,2026/8/15 1:43,"希望下午冲一把,大盘,那就把昨天的损失搬回来",积极,市场情绪,2,冲一把、大盘、搬回损失
64222,长春高新,2026/8/15 1:40,研报那逼玩意就不能看。研报就是为了主力撤出做掩护的,消极,造假,3,研报、主力撤出、掩护
64223,长春高新,2026/8/15 11:08,"留钱来长春做差价,舒服[俏皮][俏皮][俏皮]",中性,其他,2,长春差价、做差价
64224,长春高新,2026/8/15 1:36,今天买这个玩意儿完全是脑子浆糊了[怒][怒],消极,其他,3,脑子浆糊、怒、操作失误
64225,长春高新,2026/8/15 1:24,居然不能说,消极,市场情绪,3,待会就绿了
64226,长春高新,2026/8/15 1:19,待会就绿了。,消极,市场情绪,3,大红盘不放量
64227,长春高新,2026/8/15 1:19,"今天大红盘也不放量上涨,前路凶险",消极,市场情绪,3,前路凶险
64228,长春高新,2026/8/15 1:18,"妖怪,赶紧变绿!",消极,市场情绪,3,赶紧变绿
64229,长春高新,2026/8/15 1:08,来罗!~[笑哭][笑哭][笑哭],积极,其他,2,笑哭
64230,长春高新,2026/8/15 11:56,"长春高新也有猴痘疫苗,咋涨得这么不给力?",中性,业绩相关,3,"业绩公布,涨停,假象"
64231,长春高新,2026/8/15 9:35,"今天要诱多了,一贯的伎俩,在业绩公布当天拉涨,造成业绩向好的假象,诱骗散户进来接",消极,造假,3,"诱骗,业绩,散户"
64232,长春高新,2026/8/15 10:25,"今晚业绩出来,绝对爆炸增长,空方已经无能为力再继续,接下来8个涨停跑不了",积极,业绩相关,3,"业绩,爆炸增长,涨停"
64233,长春高新,2026/8/15 9:56,"生长激素这东西免费给人打都要考虑考虑,不是个好赛道呀",消极,行业政策,3,"免费打,赛道"
64234,长春高新,2026/8/15 10:47,"看长高走势,基本上是玩完了。",消极,市场情绪,3,"走势,玩完"
64235,长春高新,2026/8/15 11:04,"[俏皮][俏皮][俏皮]中伟股份跑了,赚了几百块,这货还亏几百,希望下午发力,就",中性,业绩相关,2,"中报,业绩,大涨"
64236,长春高新,2026/8/15 10:53,这中报是有多差[大哭][大哭],消极,业绩相关,3,"中报,差,大哭"
64237,长春高新,2026/8/15 10:47,"下午会下来的90.80溜了点,我也不敢买了,怕放大招,89再买,比谁狠啊,留一半",中性,市场情绪,2,"涨停,放大招"
64238,长春高新,2026/8/15 10:44,今天都不准备看[滴汗][滴汗][滴汗]我老婆九点半喊我出去吃饭[滴汗][滴汗][,中性,其他,2,"吃饭,不看"
64239,长春高新,2026/8/15 10:05,"今晚出中报,是惊喜还是惊吓呢?",中性,业绩相关,2,"中报,惊喜,惊吓"
64240,长春高新,2026/8/15 10:35,"所有票冲高跑一半,下来我再买,这里不用怕",中性,其他,2,
64241,长春高新,2026/8/15 10:35,明天会有跌停板?,消极,市场情绪,2,跌停板
64242,长春高新,2026/8/15 10:35,"今天出业绩,业绩下降20%左右",消极,业绩相关,3,业绩下降
64243,长春高新,2026/8/15 10:27,"涨不赢大盘,跌就比大盘板块都狠毒,害的你爷爷奶奶外公外婆每天唉声叹气",消极,市场情绪,3,跌比大盘狠毒
64244,长春高新,2026/8/15 10:15,没钱了加不动了,消极,其他,2,没钱了
64245,长春高新,2026/8/15 10:16,就目前而言纵观整个医药股市场可有市盈率低于10以下的又有业绩又是大白马的票子吗?,消极,市场情绪,3,医药股、市盈率、大白马
64246,长春高新,2026/8/15 10:15,90元这价位买进和卖出的谁傻?,消极,市场情绪,3,90元、买进、卖出
64247,长春高新,2026/8/15 10:01,科学家都能离婚,消极,其他,2,离婚、讽刺
64248,长春高新,2026/8/15 9:48,"生长激素就是场骗局,你不打也会长高",消极,造假,3,生长激素、骗局
64249,长春高新,2026/8/15 9:59,假离婚坑股民必须严惩不贷[怒][怒][怒][怒][怒],消极,市场情绪,3,假离婚、严惩不贷
64250,长春高新,2026/8/15 9:39,"看来央妈发力了,30年国债收益率猛涨,央妈看来想办法在赶资金进入股市了,大家先别",中性,市场情绪,2,拉升、套牢、无语
64251,长春高新,2026/8/15 9:56,买哪只哪只被套。是我影响了股价,消极,造假,3,影响股价
64252,长春高新,2026/8/10 11:23,"特宝和长春高新,如果让你选择选哪一个?机构首选有强烈增长预期的特宝,散户选择pe",中性,其他,2,特宝、长春高新、PE
64253,长春高新,2026/8/15 9:42,80见了,消极,市场情绪,3,见了、套牢
64254,长春高新,2026/8/15 9:40,"拉上去了就别掉了吖,又套一批进来…真无语了",消极,市场情绪,3,拉升、套牢、无语
64255,长春高新,2026/8/15 9:24,"晚上出中报,80能不能到?",中性,业绩相关,3,中报、业绩、二季度
64256,长春高新,2026/8/15 9:10,"黑周四大家都懂得,哈哈",消极,市场情绪,3,黑周四、跌停
64257,长春高新,2026/8/15 9:08,我205割的,消极,其他,3,割肉、205
64258,长春高新,2026/8/14 9:40,"二季度业绩玩完,明后天享受跌停洗礼",消极,业绩相关,3,业绩、跌停
64259,长春高新,2026/8/15 7:22,"去年随口一说居然成真了,[囧][捂脸]",消极,造假,3,随口一说、成真
64260,长春高新,2026/8/15 6:49,我今天倒要看看业绩到底拉成啥样了,中性,业绩相关,3,业绩、半年报、同比下降
64261,长春高新,2026/8/14 10:28,"明天就要发布半年报了,预计半年报同比下降30%。",消极,业绩相关,3,半年报、同比下降、30%
64262,长春高新,2026/8/14 11:30,"长春高新的股价走势告诉我们,价值投资就是骗人的把戏。看看中国石油以前是中国最赚钱",消极,造假,2,价值投资、骗人的把戏、中国石油
64263,长春高新,2026/8/14 11:33,跌倒10以内才合理,中性,市场情绪,2,跌倒、10以内、合理
64264,长春高新,2026/8/14 4:59,这么赚钱的公司、为什么市值那么低?谁能说说?最起码900亿市值啊,中性,业绩相关,2,赚钱、市值、900亿
64265,长春高新,2026/8/14 7:05,如果跳下神坛你就功不可没,中性,其他,2,
64266,长春高新,2026/8/14 6:43,持仓的大妈还在吗?,中性,其他,2,
64267,长春高新,2026/8/14 4:55,"明天半年报了,大盘配合一下,应该走一波小牛",积极,业绩相关,2,半年报、小牛
64268,长春高新,2026/4/8 3:17,这个股给大妈5万变成500万以后再也回不去了,消极,其他,2,回不去
64269,长春高新,2026/8/14 10:03,"摒弃一切繁杂的思想,在这个困局里,该吃吃该喝喝,唯一不要做的就是打开炒股软件,你",中性,其他,2,
64270,长春高新,2026/7/30 12:00,谁有我惨,消极,市场情绪,3,继续跌
64271,长春高新,2026/8/14 3:20,今天光头光脚的一根阴线!明天看反包,消极,市场情绪,3,光头阴线
64272,长春高新,2026/8/14 3:10,明天继续创新低了。,消极,市场情绪,3,创新低
64273,长春高新,2026/8/14 1:04,唱空的人是亏了多少,消极,市场情绪,3,唱空
64274,长春高新,2026/8/14 3:01,"继续跌,跌到闭嘴止",消极,市场情绪,3,继续跌
64275,长春高新,2026/8/14 2:49,我告诉你们个秘密。我什么时候卖了。这个股票才会涨,消极,市场情绪,3,亏损、抄底、垃圾
64276,长春高新,2026/8/14 2:31,"果然垃圾,另外两个亏0.4%左右,这货亏了1%,一起抄底买的,垃圾啊",消极,业绩相关,2,年中报、买入机会
64277,长春高新,2026/8/14 2:46,烂出天界了,消极,市场情绪,3,烂出天界
64278,长春高新,2026/8/14 1:05,"15号晚上年中报,应该还可以,今天就是买入机会",中性,业绩相关,2,年中报
64279,长春高新,2026/8/14 2:26,真服了!!!!!,消极,市场情绪,3,服了
64280,长春高新,2026/8/14 10:26,"500多跌到80多,牛逼啊",消极,市场情绪,3,大跌、抄底、绝望
64281,长春高新,2026/8/14 1:56,"下次抄底我只买etf买三个也不行,太黑了",消极,市场情绪,3,抄底、太黑、绝望
64282,长春高新,2026/8/14 1:54,"长春高新19块见,我准备了八千万等19块全仓抄底",消极,市场情绪,3,大跌、抄底、全仓
64283,长春高新,2026/8/14 1:26,"快点反弹,快点反弹,让我做个差价,[滴汗][滴汗]",积极,市场情绪,3,反弹、差价、期待
64284,长春高新,2026/8/14 1:20,"兄弟们换恒端医药吧,开始反转了!了[想一下][想一下][想一下]",积极,重大事项,3,反转、恒端医药、抄底
64285,长春高新,2026/8/14 11:20,"大意失荆州,只能做差价,哎,每次都这样",消极,市场情绪,3,跌停、吓小韭菜、差价
64286,长春高新,2026/8/14 12:45,"不知道这次能不能全身而退嫌他一个点,开盘冲高3%没跑,真了,主要这次",消极,市场情绪,3,冲高、没跑、差价
64287,长春高新,2026/8/14 12:42,后天接受跌停洗礼,消极,市场情绪,3,跌停、洗礼
64288,长春高新,2026/8/14 11:39,"这就是底,就是地板了,不可能更低了",中性,市场情绪,3,底、地板
64289,长春高新,2026/8/14 11:54,"老套路,上午吓小韭菜,下午拉伸",消极,市场情绪,3,老套路、吓小韭菜、拉伸
64290,长春高新,2026/8/14 12:29,"智飞已新低,好自为之,半年内先看到60吧[哈欠]",消极,市场情绪,3,新低、腰斩、贪小便宜
64291,长春高新,2026/8/13 11:48,这个股以前500多?看来机构赚了不少啊……,中性,业绩相关,2,机构、赚了不少
64292,长春高新,2026/8/14 12:09,又要破新低了么[想一下],消极,市场情绪,3,破新低
64293,长春高新,2026/8/14 11:54,腰斩还差不多。,消极,市场情绪,3,腰斩
64294,长春高新,2026/8/14 11:43,"哎,做做差价吧,补了点天华和这个,没钱了,哎,开盘没跑,贪小便宜害死人,冲高就要",消极,市场情绪,3,冲高、贪小便宜
64295,长春高新,2026/8/13 4:29,"今天确定了低点,季报应该是超预期,开启月线级别大反弹",积极,业绩相关,3,季报超预期
64296,长春高新,2026/8/14 11:20,"不听老人言,吃亏在眼前啦……",消极,市场情绪,3,吃亏
64297,长春高新,2026/8/14 11:17,看看恒瑞医药[哭][哭][哭],消极,其他,2,恒瑞医药
64298,长春高新,2026/8/14 11:08,000661长春高新8月14日分析与操作.操作盈亏小结:从2024年8月14日8,中性,其他,2,长春高新
64299,长春高新,2026/8/14 10:43,"四毛钱差价懒得做,这次我干票大的,按心理学角度应该有",中性,其他,2,干票大的
64300,长春高新,2026/8/14 10:04,"长春高新有一个特点就是,出业绩之前阴跌,业绩雷爆了后大阴线跟随。这几天走势非常符",消极,业绩相关,3,业绩雷爆、大阴线、走势
64301,长春高新,2026/8/14 10:01,"继续跌,跌倒80就加仓",中性,其他,2,加仓、80点位
64302,长春高新,2026/8/14 9:57,曾满身光环的史上最贵sT左江1.03元黯然退市!,消极,市场情绪,3,退市、史上最贵、1.03元
64303,长春高新,2026/8/14 9:56,你是真呀,中性,其他,2,你是真呀
64304,长春高新,2026/8/14 9:50,创新低不,消极,市场情绪,2,创新低
64305,长春高新,2026/8/14 9:47,"再见了90,95这座大山已成过去式",消极,市场情绪,3,割肉、下跌、悲观
64306,长春高新,2026/8/14 9:44,"反弹一下,割了这你,什么玩意",消极,市场情绪,3,割肉、反弹、失望
64307,长春高新,2026/8/14 9:38,"45-55就是它最终归宿,相信奥利给老头就相信,不相信老头也懒得解释",消极,市场情绪,3,最终归宿、悲观、不相信
64308,长春高新,2026/8/14 9:27,"每次跌幅都是板块的两倍,涨一半都不到",消极,市场情绪,3,跌幅、板块、悲观
64309,长春高新,2026/8/14 9:18,"$长春高新(抢占新赛道,培育新动能,长春生物医药高质量发展的势头正劲。走进位于长",积极,业绩相关,3,长春高新、新赛道、高质量发展
64310,长春高新,2026/8/13 4:48,"大盘这两天不敢大跌,是因为没有找到合适的时机。在等外围跌,好让跌的时候,有人背黑",中性,市场情绪,2,大盘、时机、背黑
64311,长春高新,2026/8/8 6:02,请问公司剥离房地产的计划进展如何?,中性,重大事项,3,剥离房地产、计划、进展
64312,长春高新,2026/8/14 8:40,68等你,中性,其他,2,68等你
64313,长春高新,2026/8/14 6:07,已经跌回十年前喽,消极,市场情绪,3,跌回、十年前
64314,长春高新,2026/8/14 1:52,老姚呢还在吗,中性,其他,2,老姚、在吗
64315,长春高新,2026/8/13 11:46,"板块从最低点已经涨了七个多点,某新呢?[笑哭][笑哭][笑哭]",中性,市场情绪,3,回调、横盘、涨停
64316,长春高新,2026/8/13 9:10,高价股我买不起,中性,其他,3,高价股、买不起
64317,长春高新,2026/8/13 9:47,"这次股价横盘时间够了吧,这个月去60?",中性,市场情绪,3,横盘、60点
64318,长春高新,2026/8/13 5:24,"特宝这几天涨的有点多,回调是正常的。回调越多买的越多。明天长春高新大阴线一根。有",中性,市场情绪,3,回调、长春高新、大阴线
64319,长春高新,2026/8/13 8:27,"8月结束,就没有吃里扒外的转融券!",中性,监管,3,转融券、吃里扒外
64320,长春高新,2026/8/13 10:22,"市盈率这么低,除非预期后面业绩下降很多,不然不可能长期给这么低市盈率,但是一季度",中性,业绩相关,3,"市盈率,业绩,预期"
64321,长春高新,2026/8/13 7:58,"最黑暗的时期已经过去了,什么时候起涨?",积极,市场情绪,3,"起涨,抄底"
64322,长春高新,2026/8/11 3:16,"兄弟们转场特宝生物了,现在就是买入的机会,静待长效的获批,一个产品从0-1,预期",积极,重大事项,3,"长效获批,买入机会"
64323,长春高新,2026/8/13 5:01,"变成僵尸户好几个月,希望股市牛牛牛,犇犇犇!",积极,市场情绪,3,"牛牛牛,发财机会"
64324,长春高新,2026/8/13 4:42,"抄底喽,发财机会就在眼前,晚上鸡腿加起来",中性,其他,2,"僵尸户,抄底"
64325,长春高新,2026/8/13 3:35,名胜都看不上!,消极,市场情绪,3,下跌、风险、看不上
64326,长春高新,2026/8/13 3:28,"量能极度萎缩,资金参与欲望不强,资金有序撤离,离底部还远着那。",中性,市场情绪,2,量能萎缩、资金撤离、底部
64327,长春高新,2026/8/13 11:45,假如公司业绩没作假 75元是极限,中性,业绩相关,3,业绩、作假、75元
64328,长春高新,2026/8/13 2:51,"涨的时候价格再高、再大的风险也没多少人会在意,跌的时候那怕再便宜、一丁点风险也没",消极,市场情绪,3,涨跌、风险、忽视
64329,长春高新,2026/8/13 1:15,"业绩再差,也比80%以上的上市企业优秀,只不过下跌趋势中大家都不看好而已,早晚会",中性,业绩相关,2,业绩、下跌趋势、看多
64330,长春高新,2026/8/13 2:57,"买了1/3长春,不然今天绝对1%到手,哎",消极,市场情绪,3,亏损、保本、垃圾
64331,长春高新,2026/8/13 2:36,都没有人理我了啊,消极,市场情绪,3,没人理、冷清
64332,长春高新,2026/8/13 2:27,"今天我估计保本[滴汗][滴汗][滴汗]乐观了点,悲观才能搞点零花钱",消极,业绩相关,3,保本、报表
64333,长春高新,2026/8/13 2:14,看表现报表要完,消极,造假,3,报表、造假、垃圾
64334,长春高新,2026/8/13 2:06,"真的垃圾,日周月季年线……",消极,市场情绪,3,垃圾、亏损
64335,长春高新,2026/8/13 1:59,"最近就是要远离反弹多的,反弹就跑路,买个躺地板的",积极,市场情绪,3,反弹、牛、祈祷
64336,长春高新,2026/8/13 1:58,这桩也是做T高手,中性,其他,2,做T、高手
64337,长春高新,2026/8/13 1:07,"一个很好的公司,虽然房地产板块遇到困难,但医药板块利润非常可观。只不过产品略显单",积极,业绩相关,3,医药板块、利润可观
64338,长春高新,2026/8/13 1:57,"哈哈哈,我还是红的,管他呢,要反弹了,三个票,总能起来一个",积极,市场情绪,3,反弹、三个票、起来一个
64339,长春高新,2026/8/13 1:43,"祈祷吧!牛,牛,牛!牛牛,牛牛,牛牛!犇,犇,犇!牛犇,牛犇,牛犇!牛牛犇,牛牛",积极,市场情绪,3,牛、Bun
64340,长春高新,2026/8/13 10:49,"坚持价值投资,越是股价低,越要拿得住,熬住了就是胜利,美国降息在即,国家现在想办",积极,市场情绪,3,牛市、Bren、情绪高涨
64341,长春高新,2026/8/13 11:11,"长春高新这波下来距前低87.87仅一步之遥,大家说说,能守住吗?",中性,其他,2,长春高新、股价、前低
64342,长春高新,2026/8/13 1:17,"祝福中国,希望祖国更加强大!牛,牛,牛。牛牛,牛牛,牛牛。犇,犇,犇。犇犇,犇犇",积极,其他,3,祝福、祖国、强大
64343,长春高新,2026/8/13 1:09,"祈祷吧,犇,犇,犇。犇,犇,犇!犇犇,犇犇,犇犇!犇犇犇,犇犇犇,犇犇犇!助力我",积极,市场情绪,3,Bren、祈祷、助力
64344,长春高新,2026/8/13 12:57,"牛,牛,牛,牛啊牛。牛,牛,牛,真好牛。牛,牛,牛,特别牛。犇,犇,犇,一直犇",积极,市场情绪,3,牛、Bren、情绪高涨
64345,长春高新,2026/8/13 1:04,"犇,犇,犇,真是犇。犇,犇,犇,特别犇。犇,犇,犇,好个犇。犇,犇,犇,一直犇",积极,市场情绪,3,"犇, 牛, 牛"
64346,长春高新,2026/8/13 12:54,"奥运44金,牛,牛,牛啊牛",积极,市场情绪,3,"奥运, 44金, 牛"
64347,长春高新,2026/8/13 10:39,"都说了有雷,业绩下滑,竞争加剧,集采加强。你们就是不听,200多我就叫大家不要买",消极,业绩相关,3,"业绩下滑, 雷, 集采"
64348,长春高新,2026/8/13 12:23,"今天的下跌又是放量的,上涨缩量,完了",中性,其他,3,"下跌, 放量, 缩量"
64349,长春高新,2026/8/13 12:14,"88.88买的,一直没有做个T,看了又要回去了吧",中性,市场情绪,3,"做T, 回去"
64350,长春高新,2026/8/13 12:09,你为什么这么优秀,中性,其他,2,
64351,长春高新,2026/8/13 9:52,"几年前我就一直看跌高新,可以去看看帖子",消极,市场情绪,3,看跌
64352,长春高新,2026/8/13 11:46,破90是一定的了。,消极,业绩相关,2,破90
64353,长春高新,2026/8/13 11:43,大家要明白.,中性,其他,2,
64354,长春高新,2026/8/13 11:39,"搞笑,搞笑,搞笑吧",积极,其他,3,搞笑
64355,长春高新,2026/8/13 11:29,"下午破90的话,我再买几手,就当固定投资了",中性,市场情绪,2,抄底、行情、投资
64356,长春高新,2026/8/13 10:28,"昨天晚上分析果然正确,直接1/3买入的",积极,业绩相关,2,分析、买入、中报
64357,长春高新,2026/8/13 11:12,"这种行情不报团取暖的话,都要被收割的",消极,市场情绪,2,收割、抱团
64358,长春高新,2026/8/13 11:05,"估计16号公布中报,还要大跌,现金为王,耐心等待,破了87.87,届时大仓位抄底",中性,重大事项,2,中报、大跌、抄底
64359,长春高新,2026/8/13 11:04,"融券是要还的,不是融券有多少人赚钱",消极,其他,2,融券、还款
64360,长春高新,2026/8/13 11:02,9月有占比0.22的限售股上市,消极,市场情绪,3,涨不起、猛跌、创新低
64361,长春高新,2026/8/13 10:30,"哎买了1/3长春90.85失误了,拖累了,不然今天发财了",消极,市场情绪,3,失误、拖累
64362,长春高新,2026/8/13 10:24,真服了,消极,市场情绪,3,服了
64363,长春高新,2026/8/13 10:36,涨不起。猛跌,消极,市场情绪,3,涨不起、猛跌
64364,长春高新,2026/8/13 10:25,又要创新低了。,消极,市场情绪,3,创新低
64365,长春高新,2026/8/13 10:24,"要注意观察,最近要买就买跌的猛的,第二天涨得多跌的少,最近几个星期老是这样子,不",消极,市场情绪,3,股价暴跌、回调、中报不理想
64366,长春高新,2026/8/13 10:17,"股价五百多块钱,到现在九十多块钱,缩水了八成,不敢想啊[叹气]",消极,业绩相关,3,中报不理想、股价缩水
64367,长春高新,2026/8/13 10:20,"买不完,根本买不完,大股东都在卖公司。",消极,造假,3,大股东减持、买不完
64368,长春高新,2026/8/13 10:18,"你跟着板块涨过吗,回回板块回调就暴跌",消极,市场情绪,3,板块回调、暴跌
64369,长春高新,2026/8/13 10:18,"中报不理想,继续跌,跌到60再买",中性,业绩相关,3,中报、60点位
64370,长春高新,2026/8/13 10:17,"我发现所有超跌票都一样,昨天涨的,今天补跌,昨天跌多的就红一点,我抄底1/3你,",消极,市场情绪,3,补跌、抄底、T+
64371,长春高新,2026/8/13 10:16,这就是混吃等死的国企?,消极,管理层,3,国企、混吃等死
64372,长春高新,2026/8/13 10:16,"谢谢这些好心人,你们讲要跌到七八十元,我都卖了。这个世界还是好人多,谢谢你们帮助",积极,其他,3,抄底、卖、好人多
64373,长春高新,2026/8/13 9:48,"105的成本今天成功T到了93,不容易啊",积极,其他,3,T、成本、93
64374,长春高新,2026/8/13 9:39,"有是老样子,板块上涨长春高新基本一动不动,板块下跌,马上冲到前面。典型的高危垃圾",消极,造假,3,高危垃圾、上涨不动、下跌冲前
64375,长春高新,2026/8/13 10:08,那个忘记账户密码的富婆还在吗?,消极,市场情绪,3,服了、跌、举报
64376,长春高新,2026/8/13 9:59,我是真服了这个股,消极,市场情绪,3,长不赢、跌
64377,长春高新,2026/8/13 10:07,"长不赢板块,跌就狠毒过板块,举报猴子",中性,其他,2,二次探底、阴跌、新低
64378,长春高新,2026/8/13 10:07,"如果二次探底,可能持续阴跌一段时间,产生新低。",消极,市场情绪,3,做套、卖飞
64379,长春高新,2026/8/12 9:57,做套的又卖飞了哈哈,消极,其他,2,忘记账户密码
64380,长春高新,2026/8/13 9:51,"大阴线只会迟到,不会不来。温馨提示,没人听,非要在中报业绩雷前买进去送死。[捂脸",消极,业绩相关,3,中报业绩雷
64381,长春高新,2026/8/13 10:02,",这是不留活路的跌法啊,真狠",消极,市场情绪,3,跌法狠
64382,长春高新,2026/8/13 10:01,咋看不见纯阳了?纯阳彻底消失了?,中性,其他,2,纯阳消失
64383,长春高新,2026/8/13 10:01,"这股怎么卖的,保绿吗?",中性,其他,2,怎么卖
